"","TOP.STATUS","MEREK","MODEL","TAHUN","TRANSMISI","TYPE","HARGA.PANDUAN","HARGA.TERENDAH","HARGA.TERTINGGI","POOL.LEADER"
"512","FAST","DAIHATSU","TERIOS",2002,"MANUAL","1.5 BENSIN",NA,69500000,94500000,71500000
"513","MEDIUM","DAIHATSU","LUXIO",2018,"MANUAL","1.5 D BENSIN",135000000,128000000,166500000,133000000
"514","MEDIUM","DAIHATSU","LUXIO",2018,"AUTOMATIC","1.5 X BENSIN",145000000,142500000,185000000,147500000
"515","MEDIUM","DAIHATSU","LUXIO",2018,"MANUAL","1.5 X BENSIN",150000000,140500000,182500000,145500000
"516","FAST","DAIHATSU","LUXIO",2017,"MANUAL","1.5 X PRESTIGE BENSIN",115000000,116000000,151000000,121000000
"517","FAST","DAIHATSU","LUXIO",2016,"MANUAL","1.5 D BENSIN",100000000,91500000,119000000,96500000
"518","FAST","DAIHATSU","LUXIO",2016,"MANUAL","1.5 M BENSIN",105000000,89000000,122500000,94000000
"519","FAST","DAIHATSU","LUXIO",2016,"MANUAL","1.5 X PRESTIGE BENSIN",110000000,103500000,135000000,108500000
"520","FAST","DAIHATSU","LUXIO",2015,"MANUAL","1.5 D BENSIN",90000000,69000000,90000000,74000000
"521","FAST","DAIHATSU","LUXIO",2015,"MANUAL","1.5 M BENSIN",95000000,77000000,101000000,82000000
"522","FAST","DAIHATSU","LUXIO",2015,"MANUAL","1.5 X BENSIN",105000000,93500000,121000000,98500000
"523","FAST","DAIHATSU","LUXIO",2014,"MANUAL","1.5 BENSIN",105000000,81500000,106000000,86500000
"524","FAST","DAIHATSU","LUXIO",2014,"MANUAL","1.5 D BENSIN",85000000,79500000,103500000,84500000
"525","FAST","DAIHATSU","LUXIO",2014,"MANUAL","1.5 M BENSIN",90000000,77000000,100500000,82000000
"526","FAST","DAIHATSU","LUXIO",2014,"MANUAL","1.5 M ELITE BENSIN",80000000,74500000,102500000,79500000
"527","FAST","DAIHATSU","LUXIO",2014,"MANUAL","1.5 X BENSIN",100000000,96000000,124500000,101000000
"528","FAST","DAIHATSU","LUXIO",2014,"AUTOMATIC","1.5 X PRESTIGE BENSIN",100000000,92500000,120000000,97500000
"529","FAST","DAIHATSU","LUXIO",2013,"MANUAL","1.5 BENSIN",103000000,68000000,89000000,73000000
"530","FAST","DAIHATSU","LUXIO",2013,"MANUAL","1.5 D BENSIN",80000000,69000000,90000000,74000000
"531","FAST","DAIHATSU","LUXIO",2013,"MANUAL","1.5 M BENSIN",85000000,68500000,89500000,73500000
"532","FAST","DAIHATSU","LUXIO",2013,"MANUAL","1.5 M ELITE BENSIN",85000000,80500000,104500000,85500000
"533","FAST","DAIHATSU","LUXIO",2013,"AUTOMATIC","1.5 X BENSIN",95000000,81500000,106000000,86500000
"534","FAST","DAIHATSU","LUXIO",2013,"MANUAL","1.5 X BENSIN",95000000,78000000,101500000,83000000
"535","FAST","DAIHATSU","LUXIO",2012,"AUTOMATIC","1.5 BENSIN",87000000,77000000,100500000,82000000
"536","FAST","DAIHATSU","LUXIO",2012,"MANUAL","1.5 BENSIN",78000000,68000000,89000000,73000000
"537","FAST","DAIHATSU","LUXIO",2012,"MANUAL","1.5 D BENSIN",75000000,68000000,88000000,73000000
"538","FAST","DAIHATSU","LUXIO",2012,"MANUAL","1.5 M BENSIN",80000000,72000000,93500000,77000000
"539","FAST","DAIHATSU","LUXIO",2012,"AUTOMATIC","1.5 X BENSIN",85000000,76500000,99000000,81500000
"540","FAST","DAIHATSU","LUXIO",2012,"MANUAL","1.5 X BENSIN",85000000,78000000,101500000,83000000
"541","FAST","DAIHATSU","LUXIO",2011,"AUTOMATIC","1.5 BENSIN",85000000,68000000,88000000,71000000
"542","FAST","DAIHATSU","LUXIO",2011,"MANUAL","1.5 BENSIN",76000000,56500000,74000000,59500000
"543","FAST","DAIHATSU","LUXIO",2011,"MANUAL","1.5 D BENSIN",70000000,55500000,72500000,58500000
"544","FAST","DAIHATSU","LUXIO",2011,"MANUAL","1.5 M BENSIN",75000000,74000000,96500000,77000000
"545","FAST","DAIHATSU","LUXIO",2011,"AUTOMATIC","1.5 X BENSIN",80000000,68500000,89500000,71500000
"546","FAST","DAIHATSU","LUXIO",2011,"MANUAL","1.5 X BENSIN",80000000,73000000,95000000,76000000
"547","FAST","DAIHATSU","LUXIO",2010,"AUTOMATIC","1.5 BENSIN",83000000,63500000,82500000,66500000
"548","FAST","DAIHATSU","LUXIO",2010,"MANUAL","1.5 BENSIN",74000000,53500000,70000000,56500000
"549","FAST","DAIHATSU","LUXIO",2010,"MANUAL","1.5 D BENSIN",65000000,63500000,82500000,66500000
"550","FAST","DAIHATSU","LUXIO",2010,"MANUAL","1.5 M BENSIN",70000000,65000000,85000000,68000000
"551","FAST","DAIHATSU","LUXIO",2010,"AUTOMATIC","1.5 X BENSIN",75000000,63000000,82000000,66000000
"552","FAST","DAIHATSU","LUXIO",2010,"MANUAL","1.5 X BENSIN",70000000,48500000,63500000,51500000
"553","FAST","DAIHATSU","LUXIO",2009,"AUTOMATIC","1.5 BENSIN",80000000,62500000,81500000,65500000
"554","FAST","DAIHATSU","LUXIO",2009,"MANUAL","1.5 BENSIN",72000000,56500000,73500000,59500000
"555","FAST","DAIHATSU","LUXIO",2009,"MANUAL","1.5 D BENSIN",60000000,53500000,70000000,56500000
"556","FAST","DAIHATSU","LUXIO",2009,"MANUAL","1.5 M BENSIN",65000000,57500000,75000000,60500000
"557","FAST","DAIHATSU","LUXIO",2009,"AUTOMATIC","1.5 X BENSIN",70000000,68500000,89500000,71500000
"558","FAST","DAIHATSU","LUXIO",2009,"MANUAL","1.5 X BENSIN",75000000,56000000,73000000,59000000
"559","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 3W PICK-UP BENSIN",91000000,87500000,113500000,92500000
"560","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 BOX SLIDING BENSIN",104000000,100500000,130500000,105500000
"561","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 D FACE TO FACE BENSIN",116000000,112500000,146000000,117500000
"562","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 D FRONT FACING BENSIN",111000000,108000000,140500000,113000000
"563","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 PICK-UP 3W BENSIN",93000000,87500000,114000000,92500000
"564","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 PICK-UP STD BENSIN",93000000,87500000,114000000,92500000
"565","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.3 STD PICK-UP BENSIN",93000000,87500000,113500000,92500000
"566","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 3W PICK-UP BENSIN",96000000,90500000,117500000,95500000
"567","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 BOX BENSIN",114000000,108500000,141000000,113500000
"568","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 BOX SLIDING BENSIN",109000000,103500000,134500000,108500000
"569","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 D FACE TO FACE BENSIN",124000000,119000000,154000000,124000000
"570","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 PICK-UP 3W BENSIN",95000000,90500000,118000000,95500000
"571","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 PICK-UP STD AC&PS BENSIN",101000000,95500000,124000000,100500000
"572","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 PICK-UP STD BENSIN",96000000,90500000,118000000,95500000
"573","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 STD AC&PS BENSIN",99000000,95000000,123500000,100000000
"574","MEDIUM","DAIHATSU","GRAN MAX",2018,"MANUAL","1.5 STD PICK-UP BENSIN",97000000,90500000,117500000,95500000
"575","MEDIUM","DAIHATSU","GRAN MAX",2017,"MANUAL","1.3 PICK-UP BENSIN",89000000,71000000,93000000,76000000
"576","MEDIUM","DAIHATSU","GRAN MAX",2017,"MANUAL","1.5 BOX BENSIN",93000000,90500000,118000000,95500000
"577","MEDIUM","DAIHATSU","GRAN MAX",2017,"MANUAL","1.5 D BENSIN",88000000,84000000,109000000,89000000
"578","MEDIUM","DAIHATSU","GRAN MAX",2017,"MANUAL","1.3 D BENSIN",70000000,66000000,86000000,71000000
"579","MEDIUM","DAIHATSU","GRAN MAX",2017,"MANUAL","1.3 BLIND VAN BENSIN",63000000,54000000,70500000,59000000
"580","FAST","DAIHATSU","GRAN MAX",2016,"MANUAL","1.3 D BENSIN",67000000,67000000,87000000,72000000
"581","FAST","DAIHATSU","GRAN MAX",2016,"MANUAL","1.3 PICK-UP BENSIN",60000000,54000000,70500000,59000000
"582","FAST","DAIHATSU","GRAN MAX",2016,"MANUAL","1.5 BLIND VAN BENSIN",64000000,58500000,80500000,63500000
"583","FAST","DAIHATSU","GRAN MAX",2016,"MANUAL","1.5 BOX BENSIN",85000000,81500000,106000000,86500000
"584","FAST","DAIHATSU","GRAN MAX",2016,"MANUAL","1.5 BOX PS BENSIN",76000000,69500000,91000000,74500000
"585","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 3 WAY BENSIN",62000000,54000000,75000000,59000000
"586","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 AC BENSIN",70000000,63500000,82500000,68500000
"587","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 BENSIN",73000000,66500000,86500000,71500000
"588","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 BLIND VAN BENSIN",65000000,58000000,75500000,63000000
"589","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 BOX BENSIN",58000000,50000000,65000000,55000000
"590","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 D BENSIN",65000000,69500000,90500000,74500000
"591","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.3 PICK-UP BENSIN",63000000,56000000,73000000,61000000
"592","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.5 3W BENSIN",57000000,49000000,68000000,54000000
"593","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.5 BENSIN",75000000,69000000,90000000,74000000
"594","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.5 BLIND VAN BENSIN",63000000,54000000,74500000,59000000
"595","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.5 BOX BENSIN",68000000,62000000,81000000,67000000
"596","FAST","DAIHATSU","GRAN MAX",2015,"MANUAL","1.5 PICK-UP BENSIN",59000000,55000000,71500000,60000000
"597","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 3 WAY BENSIN",60000000,51000000,69500000,54000000
"598","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 AC BENSIN",65000000,54000000,71000000,57000000
"599","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 BENSIN",71000000,56500000,73500000,59500000
"600","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 BLIND VAN BENSIN",61000000,56500000,74000000,59500000
"601","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 BOX BENSIN",56000000,56500000,74000000,59500000
"602","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 D BENSIN",60000000,63500000,82500000,66500000
"603","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 PICK-UP BENSIN",61000000,53500000,70000000,56500000
"604","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.3 S401 BENSIN",55000000,49000000,68000000,52000000
"605","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.5 BENSIN",70000000,68000000,88000000,71000000
"606","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.5 BOX BENSIN",66000000,60000000,79000000,63000000
"607","FAST","DAIHATSU","GRAN MAX",2014,"MANUAL","1.5 PICK-UP BENSIN",57000000,54500000,71000000,57500000
"608","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 3 WAY BENSIN",58000000,46500000,64500000,49500000
"609","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 AC BENSIN",60000000,51500000,71500000,54500000
"610","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 BENSIN",69000000,48500000,63500000,51500000
"611","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 BLIND VAN BENSIN",59000000,50000000,65000000,53000000
"612","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 BOX BENSIN",54000000,51500000,71500000,54500000
"613","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 D BENSIN",55000000,61500000,80000000,64500000
"614","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 MPV BENSIN",68000000,56500000,74000000,59500000
"615","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.3 PICK-UP BENSIN",59000000,39500000,52000000,42500000
"616","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.5 BENSIN",65000000,42500000,55000000,45500000
"617","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.5 BOX AC&PS BENSIN",55000000,49500000,64500000,52500000
"618","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.5 BOX BENSIN",58000000,52000000,68000000,55000000
"619","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.5 MPV BENSIN",67000000,63500000,87500000,66500000
"620","FAST","DAIHATSU","GRAN MAX",2013,"MANUAL","1.5 PICK-UP BENSIN",55000000,47000000,61500000,50000000
"621","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 3 WAY BENSIN",46000000,41500000,54000000,44500000
"622","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 AC BENSIN",56000000,51000000,66000000,54000000
"623","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 BENSIN",58000000,55500000,72500000,58500000
"624","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 BLIND VAN BENSIN",45000000,41500000,54000000,44500000
"625","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 BOX BENSIN",55000000,48000000,63000000,51000000
"626","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 D BENSIN",50000000,47500000,62000000,50500000
"627","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 MPV BENSIN",53000000,48000000,63000000,51000000
"628","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.3 PICK-UP BENSIN",46000000,38000000,50000000,41000000
"629","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.5 BENSIN",60000000,28000000,36500000,31000000
"630","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.5 BOX BENSIN",55000000,45500000,63000000,48500000
"631","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.5 MPV BENSIN",61000000,51500000,71500000,54500000
"632","FAST","DAIHATSU","GRAN MAX",2012,"MANUAL","1.5 PICK-UP BENSIN",56000000,47500000,65500000,50500000
"633","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 3 WAY BENSIN",48000000,38000000,52000000,41000000
"634","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 AC BENSIN",53000000,48000000,63000000,51000000
"635","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 BENSIN",46000000,37000000,48500000,40000000
"636","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 BLIND VAN BENSIN",48000000,41500000,54000000,44500000
"637","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 BOX BENSIN",62000000,56000000,73000000,59000000
"638","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 D BENSIN",47000000,58500000,76000000,61500000
"639","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 MPV BENSIN",46000000,42500000,55000000,45500000
"640","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.3 PICK-UP BENSIN",37000000,33000000,43000000,36000000
"641","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.5 BENSIN",57000000,55500000,72500000,58500000
"642","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.5 BOX BENSIN",43000000,39500000,52000000,42500000
"643","FAST","DAIHATSU","GRAN MAX",2011,"MANUAL","1.5 PICK-UP BENSIN",43000000,39500000,52000000,42500000
"644","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 3 WAY BENSIN",38000000,33000000,45500000,36000000
"645","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 AC BENSIN",50000000,50000000,65000000,53000000
"646","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 BENSIN",45000000,40500000,53000000,43500000
"647","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 BLIND VAN BENSIN",43000000,38000000,50000000,41000000
"648","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 BOX BENSIN",42000000,36500000,47500000,39500000
"649","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 D BENSIN",45000000,45000000,58500000,48000000
"650","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 MPV BENSIN",44000000,39500000,52000000,42500000
"651","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.3 PICK-UP BENSIN",35000000,29500000,39000000,32500000
"652","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.5 BENSIN",52000000,40000000,52500000,43000000
"653","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.5 BLIND VAN BENSIN",42000000,36500000,48000000,39500000
"654","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.5 BOX BENSIN",40000000,35500000,49000000,38500000
"655","FAST","DAIHATSU","GRAN MAX",2010,"MANUAL","1.5 PICK-UP BENSIN",40000000,35500000,47000000,38500000
"656","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 AC BENSIN",45000000,38000000,50000000,41000000
"657","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 BENSIN",45000000,40000000,52500000,43000000
"658","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 BLIND VAN BENSIN",40000000,35500000,49000000,38500000
"659","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 BOX BENSIN",42000000,37000000,51000000,40000000
"660","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 D BENSIN",43000000,43000000,57000000,46000000
"661","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 MPV BENSIN",42000000,39000000,53500000,42000000
"662","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.3 PICK-UP BENSIN",29000000,27000000,37500000,30000000
"663","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.5 BENSIN",49000000,48500000,63500000,51500000
"664","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.5 BOX BENSIN",34000000,31000000,43500000,34000000
"665","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.5 MPV BENSIN",50000000,47500000,65000000,50500000
"666","FAST","DAIHATSU","GRAN MAX",2009,"MANUAL","1.5 PICK-UP BENSIN",35000000,32000000,42000000,35000000
"667","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.3 BENSIN",42000000,39500000,52000000,42500000
"668","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.3 BOX BENSIN",37000000,34500000,46000000,37500000
"669","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.3 D BENSIN",40000000,37000000,48500000,40000000
"670","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.3 MPV BENSIN",40000000,36500000,48000000,39500000
"671","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.3 PICK-UP BENSIN",28000000,24500000,32000000,27500000
"672","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.5 BENSIN",45000000,47500000,62000000,50500000
"673","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.5 BOX BENSIN",26000000,22500000,31500000,25500000
"674","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.5 MINIBUS BENSIN",47000000,44000000,61000000,47000000
"675","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.5 MPV BENSIN",51000000,48000000,66500000,51000000
"676","FAST","DAIHATSU","GRAN MAX",2008,"MANUAL","1.5 PICK-UP BENSIN",33000000,29500000,40500000,32500000
"677","FAST","DAIHATSU","GRAN MAX",2007,"MANUAL","1.3 BENSIN",35000000,47500000,62000000,50500000
"678","FAST","DAIHATSU","GRAN MAX",2007,"MANUAL","1.5 BENSIN",40000000,41500000,54000000,44500000
"679","FAST","DAIHATSU","GRAN MAX",2003,"MANUAL","1.3 BENSIN",NA,41500000,54000000,44500000
"680","FAST","DAIHATSU","GRAN MAX",2002,"MANUAL","1.3 BENSIN",NA,37000000,51000000,40000000
"681","FAST","DAIHATSU","SIRION",2018,"AUTOMATIC","1.3 BENSIN",130000000,134000000,174000000,139000000
"682","FAST","DAIHATSU","SIRION",2018,"MANUAL","1.3 BENSIN",125000000,127000000,164500000,132000000
"683","FAST","DAIHATSU","SIRION",2017,"AUTOMATIC","1.3 D FMC BENSIN",120000000,96000000,124500000,101000000
"684","FAST","DAIHATSU","SIRION",2017,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",120000000,103500000,134500000,108500000
"685","FAST","DAIHATSU","SIRION",2016,"AUTOMATIC","1.3 BENSIN",115000000,102000000,132000000,107000000
"686","FAST","DAIHATSU","SIRION",2016,"AUTOMATIC","1.3 D BENSIN",115000000,95500000,124000000,100500000
"687","FAST","DAIHATSU","SIRION",2016,"MANUAL","1.3 D BENSIN",115000000,82000000,106500000,87000000
"688","FAST","DAIHATSU","SIRION",2016,"AUTOMATIC","1.3 D FMC BENSIN",115000000,98500000,128000000,103500000
"689","FAST","DAIHATSU","SIRION",2016,"MANUAL","1.3 D FMC BENSIN",110000000,90500000,118000000,95500000
"690","FAST","DAIHATSU","SIRION",2016,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",115000000,96000000,130500000,101000000
"691","FAST","DAIHATSU","SIRION",2016,"MANUAL","1.3 D FMC DELUXE BENSIN",110000000,86500000,112500000,91500000
"692","FAST","DAIHATSU","SIRION",2015,"AUTOMATIC","1.3 BENSIN",110000000,86000000,112000000,91000000
"693","FAST","DAIHATSU","SIRION",2015,"MANUAL","1.3 BENSIN",105000000,70500000,91500000,75500000
"694","FAST","DAIHATSU","SIRION",2015,"AUTOMATIC","1.3 D BENSIN",110000000,86500000,112500000,91500000
"695","FAST","DAIHATSU","SIRION",2015,"MANUAL","1.3 D BENSIN",105000000,71000000,92500000,76000000
"696","FAST","DAIHATSU","SIRION",2015,"AUTOMATIC","1.3 D FMC BENSIN",110000000,92500000,120000000,97500000
"697","FAST","DAIHATSU","SIRION",2015,"MANUAL","1.3 D FMC BENSIN",105000000,89000000,116000000,94000000
"698","FAST","DAIHATSU","SIRION",2015,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",110000000,90500000,118000000,95500000
"699","FAST","DAIHATSU","SIRION",2015,"MANUAL","1.3 D FMC DELUXE BENSIN",105000000,90000000,117000000,95000000
"700","FAST","DAIHATSU","SIRION",2015,"AUTOMATIC","1.3 M BENSIN",105000000,92500000,120000000,97500000
"701","FAST","DAIHATSU","SIRION",2015,"MANUAL","1.3 M BENSIN",100000000,81500000,106000000,86500000
"702","FAST","DAIHATSU","SIRION",2014,"AUTOMATIC","1.3 BENSIN",108000000,78500000,102000000,83500000
"703","FAST","DAIHATSU","SIRION",2014,"MANUAL","1.3 BENSIN",103000000,70000000,91000000,75000000
"704","FAST","DAIHATSU","SIRION",2014,"MANUAL","1.3 D BENSIN",95000000,75000000,97500000,80000000
"705","FAST","DAIHATSU","SIRION",2014,"AUTOMATIC","1.3 D FMC BENSIN",100000000,79000000,102500000,84000000
"706","FAST","DAIHATSU","SIRION",2014,"MANUAL","1.3 D FMC BENSIN",95000000,78000000,101500000,83000000
"707","FAST","DAIHATSU","SIRION",2014,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",100000000,79000000,102500000,84000000
"708","FAST","DAIHATSU","SIRION",2014,"MANUAL","1.3 D FMC DELUXE BENSIN",95000000,76500000,99000000,81500000
"709","FAST","DAIHATSU","SIRION",2014,"AUTOMATIC","1.3 D SPORT BENSIN",100000000,77000000,101000000,82000000
"710","FAST","DAIHATSU","SIRION",2014,"MANUAL","1.3 D SPORT BENSIN",95000000,73500000,96000000,78500000
"711","FAST","DAIHATSU","SIRION",2013,"AUTOMATIC","1.3 BENSIN",101000000,70000000,91000000,73000000
"712","FAST","DAIHATSU","SIRION",2013,"MANUAL","1.3 BENSIN",97000000,61000000,79500000,64000000
"713","FAST","DAIHATSU","SIRION",2013,"MANUAL","1.3 D BENSIN",85000000,63500000,82500000,66500000
"714","FAST","DAIHATSU","SIRION",2013,"AUTOMATIC","1.3 D FMC BENSIN",98000000,73000000,95000000,76000000
"715","FAST","DAIHATSU","SIRION",2013,"MANUAL","1.3 D FMC BENSIN",93000000,73000000,95000000,76000000
"716","FAST","DAIHATSU","SIRION",2013,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",98000000,75000000,97500000,78000000
"717","FAST","DAIHATSU","SIRION",2013,"MANUAL","1.3 D FMC DELUXE BENSIN",93000000,70000000,91000000,73000000
"718","FAST","DAIHATSU","SIRION",2013,"MANUAL","1.3 M SPORT BENSIN",85000000,69500000,90500000,72500000
"719","FAST","DAIHATSU","SIRION",2012,"AUTOMATIC","1.3 BENSIN",91000000,64500000,84000000,67500000
"720","FAST","DAIHATSU","SIRION",2012,"MANUAL","1.3 BENSIN",89000000,61500000,80000000,64500000
"721","FAST","DAIHATSU","SIRION",2012,"MANUAL","1.3 D BENSIN",83000000,62000000,81000000,65000000
"722","FAST","DAIHATSU","SIRION",2012,"AUTOMATIC","1.3 D DELUXE BENSIN",75000000,65000000,85000000,68000000
"723","FAST","DAIHATSU","SIRION",2012,"AUTOMATIC","1.3 D FMC BENSIN",90000000,65000000,85000000,68000000
"724","FAST","DAIHATSU","SIRION",2012,"MANUAL","1.3 D FMC BENSIN",90000000,66000000,86000000,69000000
"725","FAST","DAIHATSU","SIRION",2012,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",93000000,67000000,87000000,70000000
"726","FAST","DAIHATSU","SIRION",2012,"MANUAL","1.3 D FMC DELUXE BENSIN",89000000,64500000,84000000,67500000
"727","FAST","DAIHATSU","SIRION",2012,"MANUAL","1.3 M SPORT BENSIN",83000000,66000000,86000000,69000000
"728","FAST","DAIHATSU","SIRION",2011,"AUTOMATIC","1.3 BENSIN",88000000,64000000,83500000,67000000
"729","FAST","DAIHATSU","SIRION",2011,"MANUAL","1.3 BENSIN",86000000,45500000,59500000,48500000
"730","FAST","DAIHATSU","SIRION",2011,"AUTOMATIC","1.3 D BENSIN",80000000,65000000,85000000,68000000
"731","FAST","DAIHATSU","SIRION",2011,"MANUAL","1.3 D BENSIN",79000000,62500000,82000000,65500000
"732","FAST","DAIHATSU","SIRION",2011,"AUTOMATIC","1.3 D FMC BENSIN",87000000,62500000,81500000,65500000
"733","FAST","DAIHATSU","SIRION",2011,"MANUAL","1.3 D FMC BENSIN",86000000,62000000,81000000,65000000
"734","FAST","DAIHATSU","SIRION",2011,"AUTOMATIC","1.3 D FMC DELUXE BENSIN",89000000,64500000,84000000,67500000
"735","FAST","DAIHATSU","SIRION",2011,"MANUAL","1.3 M SPORT BENSIN",80000000,57500000,78500000,60500000
